Date,Month,Year,Price,Open,High,Low,Vol.,Change %
"Sep 29, 2020",September,2020,114.09,114.55,115.31,113.57,100.06M,-0.76%
"Sep 28, 2020",September,2020,114.96,115.01,115.32,112.78,137.67M,2.39%
"Sep 25, 2020",September,2020,112.28,108.43,112.44,107.67,149.98M,3.75%
"Sep 24, 2020",September,2020,108.22,105.17,110.25,105,167.74M,1.03%
"Sep 23, 2020",September,2020,107.12,111.62,112.11,106.77,150.72M,-4.19%
"Sep 22, 2020",September,2020,111.81,112.68,112.86,109.16,183.06M,1.57%
"Sep 21, 2020",September,2020,110.08,104.54,110.19,103.1,195.71M,3.03%
"Sep 18, 2020",September,2020,106.84,110.4,110.88,106.09,287.10M,-3.17%
"Sep 17, 2020",September,2020,110.34,109.72,112.2,108.71,178.01M,-1.60%
"Sep 16, 2020",September,2020,112.13,115.23,116,112.04,155.03M,-2.95%
"Sep 15, 2020",September,2020,115.54,118.33,118.83,113.61,184.64M,0.16%
"Sep 14, 2020",September,2020,115.36,114.72,115.93,112.8,140.15M,3.00%
"Sep 11, 2020",September,2020,112,114.57,115.23,110,180.86M,-1.31%
"Sep 10, 2020",September,2020,113.49,120.36,120.5,112.5,182.27M,-3.26%
"Sep 09, 2020",September,2020,117.32,117.26,119.14,115.26,176.94M,3.99%
"Sep 08, 2020",September,2020,112.82,113.95,118.99,112.68,231.37M,-6.73%
"Sep 04, 2020",September,2020,120.96,120.07,123.7,110.89,332.61M,0.07%
"Sep 03, 2020",September,2020,120.88,126.91,128.84,120.5,257.60M,-8.01%
"Sep 02, 2020",September,2020,131.4,137.59,137.98,127,200.12M,-2.07%
"Sep 01, 2020",September,2020,134.18,132.76,134.8,130.53,152.47M,3.98%
"Aug 31, 2020",August,2020,129.04,127.58,131,126,225.70M,3.39%
"Aug 28, 2020",August,2020,124.81,126.01,126.44,124.58,187.63M,-0.16%
"Aug 27, 2020",August,2020,125.01,127.14,127.49,123.83,155.55M,-1.20%
"Aug 26, 2020",August,2020,126.52,126.18,126.99,125.08,163.02M,1.36%
"Aug 25, 2020",August,2020,124.82,124.7,125.18,123.05,211.50M,-0.82%
"Aug 24, 2020",August,2020,125.86,128.7,128.79,123.94,345.94M,1.20%
"Aug 21, 2020",August,2020,124.37,119.26,124.87,119.25,338.06M,5.15%
"Aug 20, 2020",August,2020,118.28,115.75,118.39,115.73,126.91M,2.22%
"Aug 19, 2020",August,2020,115.71,115.98,117.16,115.61,145.54M,0.13%
"Aug 18, 2020",August,2020,115.56,114.35,116,114.01,105.63M,0.83%
"Aug 17, 2020",August,2020,114.61,116.06,116.09,113.96,119.56M,-0.26%
"Aug 14, 2020",August,2020,114.91,114.83,115,113.04,165.56M,-0.09%
"Aug 13, 2020",August,2020,115.01,114.43,116.04,113.93,210.08M,1.77%
"Aug 12, 2020",August,2020,113.01,110.5,113.28,110.3,165.94M,3.32%
"Aug 11, 2020",August,2020,109.38,111.97,112.48,109.11,187.90M,-2.97%
"Aug 10, 2020",August,2020,112.73,112.6,113.78,110,212.40M,1.45%
"Aug 07, 2020",August,2020,111.11,113.21,113.68,110.29,198.05M,-2.45%
"Aug 06, 2020",August,2020,113.9,110.4,114.41,109.8,202.43M,3.49%
"Aug 05, 2020",August,2020,110.06,109.38,110.39,108.9,121.99M,0.36%
"Aug 04, 2020",August,2020,109.67,109.13,110.79,108.39,172.79M,0.67%
"Aug 03, 2020",August,2020,108.94,108.2,111.64,107.89,308.15M,2.52%
"Jul 31, 2020",July,2020,106.26,102.88,106.42,100.82,374.30M,10.47%
"Jul 30, 2020",July,2020,96.19,94.19,96.3,93.77,158.13M,1.21%
"Jul 29, 2020",July,2020,95.04,93.75,95.23,93.71,90.33M,1.92%
"Jul 28, 2020",July,2020,93.25,94.37,94.55,93.25,103.63M,-1.64%
"Jul 27, 2020",July,2020,94.81,93.71,94.9,93.48,121.21M,2.37%
"Jul 24, 2020",July,2020,92.61,90.99,92.97,89.14,185.44M,-0.25%
"Jul 23, 2020",July,2020,92.85,97,97.08,92.01,197.00M,-4.55%
"Jul 22, 2020",July,2020,97.27,96.69,97.97,96.6,89.00M,0.28%
"Jul 21, 2020",July,2020,97,99.17,99.25,96.74,103.65M,-1.38%
"Jul 20, 2020",July,2020,98.36,96.42,98.5,96.06,90.32M,2.11%
"Jul 17, 2020",July,2020,96.33,96.99,97.15,95.84,92.19M,-0.20%
"Jul 16, 2020",July,2020,96.52,96.56,97.4,95.9,110.58M,-1.23%
"Jul 15, 2020",July,2020,97.72,98.99,99.25,96.49,153.20M,0.69%
"Jul 14, 2020",July,2020,97.06,94.84,97.25,93.88,170.99M,1.65%
"Jul 13, 2020",July,2020,95.48,97.26,99.96,95.26,191.65M,-0.46%
"Jul 10, 2020",July,2020,95.92,95.33,95.98,94.71,90.26M,0.25%
"Jul 09, 2020",July,2020,95.68,96.26,96.32,94.67,125.64M,0.36%
"Jul 08, 2020",July,2020,95.34,94.18,95.38,94.09,117.09M,2.33%
"Jul 07, 2020",July,2020,93.17,93.85,94.65,93.06,112.42M,-0.31%
"Jul 06, 2020",July,2020,93.46,92.5,93.94,92.47,118.66M,2.68%
"Jul 02, 2020",July,2020,91.03,91.96,92.62,90.91,114.04M,0.00%
"Jul 01, 2020",July,2020,91.03,91.28,91.84,90.98,110.74M,-0.19%
"Jun 30, 2020",June,2020,91.2,90.02,91.5,90,140.22M,0.83%
"Jun 29, 2020",June,2020,90.44,88.31,90.54,87.82,130.65M,2.30%
